timestamp,sea_level_m,wave_height_m,wind_speed_kmph,rainfall_mm,sst_celsius,chlorophyll_mg_m3,turbidity_index,sea_level_anomaly_m,storm_surge_risk_index,coastal_erosion_risk,algal_bloom_risk_index,pollution_risk_index,cyclone_distance_km,ai_confidence_score,population_exposed,fisherfolk_activity,infrastructure_exposure_index,blue_carbon_loss_ton_co2
2023-01-01 00:00:00,1.6490142459033699,0.14664090810806157,14.917821998558889,5.225139709923749,24.778081409216867,0.05967514249636929,0.3662863862065222,0.006977589417881714,0.24192772811923657,0.29403971003999907,0.868628170510361,0.8867343919459044,121.39794545776795,0.783718083153981,13550,0.49858628739121214,0.030868132542461013,132.7156701509151
2023-01-01 01:00:00,1.4585207096486446,0.08835905382806054,5.802698445928088,0.3849744904506248,24.77300318702251,0.6657523651336662,0.05293593556881826,-0.2751021779137485,0.8762923485239374,0.7102433419272591,0.2915767695757653,0.6706633160020995,32.41832686825363,0.7483491063688483,89196,0.1906759467547915,0.16566316747641274,0.3992992268315002
2023-01-01 02:00:00,1.6943065614302077,0.8094272917633044,10.143284342188657,2.3537709819860084,30.917626530369425,0.16086001089330654,0.7549325397850504,0.2736158700977202,0.019043409274291823,0.11539985828082822,0.12881307376298812,0.982040087590982,119.46826411553424,0.8278842718763604,61385,0.552709570166698,0.3951248847745673,127.48089006595964
2023-01-01 03:00:00,1.9569089569224076,0.9806359516092796,19.297968262605465,8.14347434561074,20.842036172803006,0.5095880552100825,0.9551751604781324,0.025180277678991805,0.7324546291337297,0.4068092913568494,0.8553144643629383,0.06303365249976156,65.28236349437721,0.7393043663300843,65736,0.4074356527661438,0.3163339091885522,2.796092429300739
2023-01-01 04:00:00,1.4297539875829992,0.02567659738882569,38.21263597925536,2.8411459213976,26.516767725507624,0.2084870215114887,0.2401515960220142,0.1702248196760476,0.933113221168653,0.8479716933125904,0.5874151637926668,0.9030010851514962,573.5140012710339,0.9096955324523457,97565,0.3900382776543051,0.09705413098337767,15.44689642225879
2023-01-01 05:00:00,1.429758912915246,2.201755243559127,27.63821934083637,29.359267299804664,29.46733932498487,3.03142942085074,0.3235246137370379,0.24477118370851866,0.6571976616400622,0.36765804605910835,0.8890923982489601,0.8140682873866807,430.95393242177494,0.8368720132160006,31268,0.8097537174356638,0.43266010769071683,36.17906732799559
2023-01-01 06:00:00,1.9737638446522174,0.042696388543206426,25.434783091059696,4.094224227788536,31.814349236268388,0.15295797150306978,0.18381288948181496,0.06759111082900505,0.43902924398044796,0.5910953805356141,0.9378272069923832,0.31424152049950493,17.526504916706184,0.8593433897693992,92876,0.40759833383218125,0.33811577165956275,32.68917859279694
2023-01-01 07:00:00,1.7302304187458726,0.6234807104764977,17.68260815979879,1.9368649544732373,23.786807730448118,0.16364855807506018,0.5769361233448397,-0.11844816896256292,0.04488101647271803,0.5037734437246341,0.053628390371449175,0.9735265518372518,145.40429380196863,0.743912781600447,5290,0.026454505480424162,0.12261922045743845,46.406754241047956
2023-01-01 08:00:00,1.3591576842195143,0.9877120032489913,49.15454311889792,1.24302047501835,26.4742883581606,1.3344550501355334,0.15484139464745494,0.19514267553385004,0.9201138133226288,0.6459515311120451,0.5009693018588683,0.28793774817141504,50.99350739957473,0.7419314983280483,56034,0.058063338891091276,0.2961171306119089,32.64310446607584
2023-01-01 09:00:00,1.6627680130757894,1.6381628419638088,21.337214530420823,2.1579202945019085,26.709281071595942,0.012476580641232493,0.35619394346137945,0.00015110149091910962,0.4702962226915748,0.9728943893876949,0.37496454907452925,0.8893047238282185,105.79014222214886,0.8750246305780371,31138,0.8562440416916203,0.8864360553553905,136.19044572747185
2023-01-01 10:00:00,1.3609746921562613,1.001653978297621,9.055877047802605,2.330323176468781,25.586445194659873,0.5964982786210586,0.697013013934263,0.1371715637216838,0.02899674433594801,0.05573552650140212,0.6258583970701171,0.8807485770741894,418.867179998384,0.9955029243488338,72982,0.9606008100125213,0.3020488654893402,13.7579637647297
2023-01-01 11:00:00,1.360281073928923,1.2944926980773808,29.392253717416068,0.35594253131322523,24.703464396282083,0.6460858808065867,0.5601159830093484,-0.4307461147582923,0.6898210713287619,0.5739615175016297,0.7935911972023235,0.7576576166029725,149.94965248867192,0.7288751749713176,14432,0.6884093364557076,0.7139554232420516,16.01196392814699
